years_forcing,months_forcing,precipforc_1,precipforc_2,tsaforc_1,tsaforc_2
1672,5,0.0259028780602081,0.0259028780602081,-0.905741743955822,-0.905741743955822
1672,6,0.0263627033062234,0.0263627033062234,5.91585290170279,5.91585290170279
1672,7,0.0268872783470698,0.0268872783470698,8.41272983633374,8.41272983633374
1672,8,0.0253894143544288,0.0253894143544288,5.9158529017028,5.9158529017028
1672,9,0.0261849946487027,0.0261849946487027,-0.905741743955812,-0.905741743955812
1672,10,0.0254337428980699,0.0254337428980699,-10.2242133242454,-10.2242133242454
1672,11,0.0244635453499798,0.0244635453499798,-19.5426849045349,-19.5426849045349
1672,12,0.0261722749554244,0.0261722749554244,-26.3642795501935,-26.3642795501935
1673,1,0.0250924584349221,0.0250924584349221,-28.9337040242268,-28.9337040242268
1673,2,0.0247929512844901,0.0247929512844901,-26.4258083155491,-26.4258083155491
1673,3,0.0255190212068713,0.0255190212068713,-19.5741098193576,-19.5741098193576
1673,4,0.0264257408207482,0.0264257408207482,-10.2145156144884,-10.2145156144884
1673,5,0.0259385696761033,0.0259385696761033,-0.854921409619177,-0.854921409619177
1673,6,0.0249478265698269,0.0249478265698269,5.99677708657232,5.99677708657232
1673,7,0.0256962077690823,0.0256962077690823,8.50467279525005,8.50467279525005
1673,8,0.0265950459191617,0.0265950459191617,5.99677708657234,5.99677708657234
1673,9,0.0259736708178956,0.0259736708178956,-0.854921409619166,-0.854921409619166
1673,10,0.0265827423897327,0.0265827423897327,-10.2145156144884,-10.2145156144884
1673,11,0.0264297170786785,0.0264297170786785,-19.5741098193576,-19.5741098193576
1673,12,0.0245461603649732,0.0245461603649732,-26.4258083155491,-26.4258083155491
1674,1,0.0257141355668016,0.0257141355668016,-29.0953012617514,-29.0953012617514
1674,2,0.023912272054293,0.023912272054293,-26.5486246335767,-26.5486246335767
1674,3,0.0259800161802486,0.0259800161802486,-19.5909746949551,-19.5909746949551
1674,4,0.0256149208775163,0.0256149208775163,-10.0866481281588,-10.0866481281588
1674,5,0.0251645931410505,0.0251645931410505,-0.582321561362413,-0.582321561362413
1674,6,0.0262649269689209,0.0262649269689209,6.3753283772592,6.3753283772592
1674,7,0.0252147107230945,0.0252147107230945,8.92200500543395,8.92200500543395
1674,8,0.0248019953436237,0.0248019953436237,6.37532837725921,6.37532837725921
1674,9,0.0248876371203966,0.0248876371203966,-0.582321561362402,-0.582321561362402
1674,10,0.0250484558193847,0.0250484558193847,-10.0866481281587,-10.0866481281587
1674,11,0.0260385537043659,0.0260385537043659,-19.5909746949551,-19.5909746949551
1674,12,0.0258264304232367,0.0258264304232367,-26.5486246335767,-26.5486246335767
1675,1,0.0263373907991073,0.0263373907991073,-29.4342828014988,-29.4342828014988
1675,2,0.0256905094126313,0.0256905094126313,-26.8542025721958,-26.8542025721958
1675,3,0.026238930776935,0.026238930776935,-19.8052922981359,-19.8052922981359
1675,4,0.0257518480436083,0.0257518480436083,-10.1763017947731,-10.1763017947731
