"atm_del_14C_20,000BP_to_2100_AD_RCP85_RCP45",,
Cal_BP,D14C_RCP85_per_mil,D14C_RCP45_per_mil
7960,77.6,77.6
7955,78.5,78.5
7950,79.2,79.2
7945,79.6,79.6
7940,79.7,79.7
7935,81.6,81.6
7930,83.9,83.9
7925,85.8,85.8
7920,87,87
7915,87.3,87.3
7910,87.2,87.2
7905,85.8,85.8
7900,83.3,83.3
7895,80.5,80.5
7890,77.8,77.8
7885,76.4,76.4
7880,76.1,76.1
7875,76.7,76.7
7870,77.9,77.9
7865,78.9,78.9
7860,79.1,79.1
7855,78.9,78.9
7850,78.9,78.9
7845,79.2,79.2
7840,80,80
7835,80.9,80.9
7830,81.1,81.1
7825,81.2,81.2
7820,81.2,81.2
7815,80.7,80.7
7810,79.5,79.5
7805,78.4,78.4
7800,77.5,77.5
7795,77.6,77.6
7790,79.7,79.7
7785,81,81
7780,80.9,80.9
7775,79.9,79.9
7770,78.7,78.7
7765,77.9,77.9
7760,77.9,77.9
7755,78.1,78.1
7750,77.6,77.6
7745,77.2,77.2
7740,77.1,77.1
7735,76.9,76.9
7730,76.7,76.7
7725,76.4,76.4
7720,76.2,76.2
7715,75.8,75.8
7710,75.3,75.3
7705,74.9,74.9
7700,74.9,74.9
7695,75.2,75.2
7690,75.8,75.8
7685,76.7,76.7
7680,78,78
7675,79.3,79.3
7670,80.7,80.7
7665,81.9,81.9
7660,82.9,82.9
7655,83.4,83.4
7650,83.3,83.3
7645,82.7,82.7
7640,81.9,81.9
7635,80.8,80.8
7630,79.9,79.9
7625,79.4,79.4
7620,79.8,79.8
7615,80.6,80.6
7610,82,82
7605,82.5,82.5
7600,81.6,81.6
7595,80.8,80.8
7590,81.7,81.7
7585,82.9,82.9
7580,84.1,84.1
7575,85.8,85.8
7570,87.9,87.9
7565,90.1,90.1
7560,92.1,92.1
7555,93.3,93.3
7550,93.4,93.4
7545,92.2,92.2
7540,89.5,89.5
7535,86.9,86.9
7530,85.1,85.1
7525,84.3,84.3
7520,84.3,84.3
7515,85.2,85.2
7510,86.8,86.8
7505,88.2,88.2
7500,88.1,88.1
7495,87.6,87.6
7490,87.4,87.4
7485,87.5,87.5
7480,88,88
7475,88.3,88.3
7470,88.2,88.2
7465,88.2,88.2
7460,88.8,88.8
7455,88.9,88.9
7450,87.9,87.9
7445,86.8,86.8
7440,86.4,86.4
7435,87.5,87.5
7430,90.4,90.4
7425,94.1,94.1
7420,97.9,97.9
7415,100.9,100.9
7410,102.5,102.5
7405,102.3,102.3
7400,101,101
7395,99.2,99.2
7390,97.9,97.9
7385,96.8,96.8
7380,95.9,95.9
7375,95.3,95.3
7370,95.6,95.6
7365,95.7,95.7
7360,94.9,94.9
7355,93.2,93.2
7350,91,91
7345,89.3,89.3
7340,89.4,89.4
7335,89.8,89.8
7330,90.2,90.2
7325,90.9,90.9
7320,92,92
7315,93.3,93.3
7310,94,94
7305,94,94
7300,93.3,93.3
7295,92.5,92.5
7290,92.3,92.3
7285,91.9,91.9
7280,91,91
7275,90.8,90.8
7270,92.5,92.5
7265,94.3,94.3
7260,95.2,95.2
7255,96.5,96.5
7250,98.3,98.3
7245,99.7,99.7
7240,100.1,100.1
7235,100,100
7230,99.9,99.9
7225,99.2,99.2
7220,97.9,97.9
7215,96.4,96.4
7210,95.6,95.6
7205,94.9,94.9
7200,94.1,94.1
7195,93,93
7190,92,92
7185,90.9,90.9
7180,90.8,90.8
7175,91.6,91.6
7170,92.7,92.7
7165,95.3,95.3
7160,98.6,98.6
7155,101.5,101.5
7150,102.9,102.9
7145,103.5,103.5
7140,103.8,103.8
7135,103.5,103.5
7130,102,102
7125,99.3,99.3
7120,98,98
7115,96.4,96.4
7110,95.1,95.1
7105,94.3,94.3
7100,93.8,93.8
7095,93,93
7090,91.7,91.7
7085,92,92
7080,91.4,91.4
7075,90.1,90.1
7070,89.6,89.6
7065,90,90
7060,89.4,89.4
7055,88,88
7050,87.2,87.2
7045,86.7,86.7
7040,85.5,85.5
7035,84.3,84.3
7030,84.3,84.3
7025,84.8,84.8
7020,85.2,85.2
7015,85.5,85.5
7010,85.8,85.8
7005,86,86
7000,87.3,87.3
6995,87.6,87.6
6990,87.6,87.6
6985,87.3,87.3
6980,87,87
6975,86.8,86.8
6970,86.6,86.6
6965,86.2,86.2
6960,85.5,85.5
6955,85.2,85.2
6950,85.7,85.7
6945,86.9,86.9
6940,87.4,87.4
6935,87.7,87.7
6930,87.5,87.5
6925,87,87
6920,86.2,86.2
6915,85.4,85.4
6910,85.1,85.1
6905,84.9,84.9
6900,84.4,84.4
6895,84.6,84.6
6890,85.8,85.8
6885,86.1,86.1
6880,87.2,87.2
6875,86.8,86.8
6870,85.6,85.6
6865,84.4,84.4
6860,84.3,84.3
6855,84.7,84.7
6850,84.3,84.3
6845,85.2,85.2
6840,85.5,85.5
6835,84,84
6830,84.1,84.1
6825,83.6,83.6
6820,83,83
6815,81.1,81.1
6810,77.6,77.6
6805,78.2,78.2
6800,79.1,79.1
6795,80.5,80.5
6790,81.7,81.7
6785,82.6,82.6
6780,82.6,82.6
6775,83.3,83.3
6770,83.2,83.2
6765,82,82
6760,79.2,79.2
6755,79.7,79.7
6750,79.9,79.9
6745,80.4,80.4
6740,81.7,81.7
6735,82.8,82.8
6730,83.3,83.3
6725,83.5,83.5
6720,82.7,82.7
6715,83.1,83.1
6710,83,83
6705,81.8,81.8
6700,80.1,80.1
6695,79.5,79.5
6690,79.7,79.7
6685,79,79
6680,77.4,77.4
6675,78.7,78.7
6670,80.4,80.4
6665,81.5,81.5
6660,82.1,82.1
6655,83.3,83.3
6650,83.2,83.2
6645,82.4,82.4
6640,82.2,82.2
6635,84.6,84.6
6630,85.7,85.7
6625,85.5,85.5
6620,84.5,84.5
6615,84.4,84.4
6610,83.6,83.6
6605,82.4,82.4
6600,82.9,82.9
6595,82.7,82.7
6590,81.4,81.4
6585,79.8,79.8
6580,78.1,78.1
6575,77,77
6570,77.3,77.3
6565,78.3,78.3
6560,78.6,78.6
6555,78.7,78.7
6550,78.6,78.6
6545,78.6,78.6
6540,78.1,78.1
6535,77.7,77.7
6530,77.6,77.6
6525,77.2,77.2
6520,76.3,76.3
6515,75.4,75.4
6510,74.7,74.7
6505,74.2,74.2
6500,74.5,74.5
6495,76,76
6490,77.6,77.6
6485,77.9,77.9
6480,77.9,77.9
6475,77.7,77.7
6470,77.3,77.3
6465,77.2,77.2
6460,76.7,76.7
6455,75.6,75.6
6450,75.8,75.8
6445,76.6,76.6
6440,77.3,77.3
6435,77.8,77.8
6430,77.6,77.6
6425,76.3,76.3
6420,75.6,75.6
6415,74.6,74.6
6410,75.4,75.4
6405,78.1,78.1
6400,79.9,79.9
6395,82,82
6390,82.9,82.9
6385,82.7,82.7
6380,82.2,82.2
6375,81.3,81.3
6370,79.3,79.3
6365,77,77
6360,75.7,75.7
6355,75.3,75.3
6350,75.9,75.9
6345,75.9,75.9
6340,75.7,75.7
6335,74.7,74.7
6330,73.6,73.6
6325,72.4,72.4
6320,73.5,73.5
6315,74.3,74.3
6310,75.5,75.5
6305,76.7,76.7
6300,78.1,78.1
6295,79.4,79.4
6290,81.1,81.1
6285,82.8,82.8
6280,85,85
6275,87.2,87.2
6270,88.7,88.7
6265,89.6,89.6
6260,89.7,89.7
6255,89.3,89.3
6250,88.1,88.1
6245,86.4,86.4
6240,84.4,84.4
6235,82.4,82.4
6230,80.4,80.4
6225,79.2,79.2
6220,79.5,79.5
6215,81,81
6210,82.6,82.6
6205,83.7,83.7
6200,83.6,83.6
6195,82.9,82.9
6190,83.1,83.1
6185,84.4,84.4
6180,87,87
6175,89.8,89.8
6170,91.4,91.4
6165,91.6,91.6
6160,90.1,90.1
6155,87.8,87.8
6150,85.4,85.4
6145,83.2,83.2
6140,81.2,81.2
6135,79.9,79.9
6130,79.5,79.5
6125,80,80
6120,80.8,80.8
6115,81.7,81.7
6110,82,82
6105,81.9,81.9
6100,82.2,82.2
6095,82.4,82.4
6090,82.1,82.1
6085,81.2,81.2
6080,78.2,78.2
6075,75.1,75.1
6070,74.7,74.7
6065,75,75
6060,75.2,75.2
6055,74.6,74.6
6050,73.7,73.7
6045,71.8,71.8
6040,70.8,70.8
6035,69.2,69.2
6030,69.3,69.3
6025,69.6,69.6
6020,70.2,70.2
6015,70.2,70.2
6010,69.8,69.8
6005,69.6,69.6
6000,70.5,70.5
5995,72.4,72.4
5990,75.1,75.1
5985,77.5,77.5
5980,78,78
5975,76.9,76.9
5970,75,75
5965,72.8,72.8
5960,71.1,71.1
5955,70.2,70.2
5950,70.4,70.4
5945,71.4,71.4
5940,72.2,72.2
5935,72.8,72.8
5930,73.5,73.5
5925,74.3,74.3
5920,75.4,75.4
5915,76.9,76.9
5910,78.6,78.6
5905,80.4,80.4
5900,81.6,81.6
5895,82.6,82.6
5890,83.7,83.7
5885,84.6,84.6
5880,85.2,85.2
5875,85.1,85.1
5870,84.4,84.4
5865,83.6,83.6
5860,83.3,83.3
5855,83.8,83.8
5850,83.4,83.4
5845,82.5,82.5
5840,83.5,83.5
5835,83.1,83.1
5830,80.9,80.9
5825,77.9,77.9
5820,75.7,75.7
5815,75,75
5810,74.4,74.4
5805,72.3,72.3
5800,70.7,70.7
5795,70.8,70.8
5790,70.7,70.7
5785,69.7,69.7
5780,68.7,68.7
5775,67.9,67.9
5770,67.8,67.8
5765,67.6,67.6
5760,68,68
5755,68.5,68.5
5750,69.9,69.9
5745,71.9,71.9
5740,72.7,72.7
5735,73.1,73.1
5730,73.3,73.3
5725,73.3,73.3
5720,74,74
5715,73.9,73.9
5710,74,74
5705,74.3,74.3
5700,73.4,73.4
5695,73.3,73.3
5690,71.6,71.6
5685,70.8,70.8
5680,70.3,70.3
5675,69.8,69.8
5670,67.9,67.9
5665,67.7,67.7
5660,69,69
5655,71.3,71.3
5650,72.6,72.6
5645,72.8,72.8
5640,74.3,74.3
5635,73.5,73.5
5630,72.1,72.1
5625,70.6,70.6
5620,70.1,70.1
5615,69.7,69.7
5610,70.1,70.1
5605,71.2,71.2
5600,73.2,73.2
5595,74.6,74.6
5590,76.2,76.2
5585,80.5,80.5
5580,84.6,84.6
5575,87.3,87.3
5570,88.7,88.7
5565,89.3,89.3
5560,87.9,87.9
5555,86.4,86.4
5550,84.6,84.6
5545,83,83
5540,82.2,82.2
5535,80.6,80.6
5530,79,79
5525,76.9,76.9
5520,77,77
5515,76,76
5510,75.2,75.2
5505,73.1,73.1
5500,71.1,71.1
5495,69.8,69.8
5490,69.9,69.9
5485,71.9,71.9
5480,73,73
5475,74,74
5470,76,76
5465,78.7,78.7
5460,79,79
5455,79,79
5450,78.5,78.5
5445,81.5,81.5
5440,83.2,83.2
5435,84.1,84.1
5430,84.5,84.5
5425,83.4,83.4
5420,81.3,81.3
5415,78.2,78.2
5410,77,77
5405,75.6,75.6
5400,74.7,74.7
5395,73.7,73.7
5390,73.5,73.5
5385,72.3,72.3
5380,70.3,70.3
5375,68.2,68.2
5370,66.1,66.1
5365,66,66
5360,65.2,65.2
5355,64.3,64.3
5350,64.6,64.6
5345,62.6,62.6
5340,60.7,60.7
5335,61.1,61.1
5330,62.7,62.7
5325,65.9,65.9
5320,69.2,69.2
5315,71.8,71.8
5310,74.5,74.5
5305,75.8,75.8
5300,76.9,76.9
5295,78.4,78.4
5290,78.6,78.6
5285,79.7,79.7
5280,80.6,80.6
5275,81.7,81.7
5270,81.7,81.7
5265,81.3,81.3
5260,81.2,81.2
5255,81.4,81.4
5250,80.3,80.3
5245,79.5,79.5
5240,77.8,77.8
5235,78,78
5230,77.8,77.8
5225,77.1,77.1
5220,74.8,74.8
5215,74.7,74.7
5210,78.3,78.3
5205,77.5,77.5
5200,76.1,76.1
5195,74.8,74.8
5190,72.8,72.8
5185,70.7,70.7
5180,69.2,69.2
5175,68.3,68.3
5170,68.6,68.6
5165,66.3,66.3
5160,63.8,63.8
5155,62,62
5150,60.6,60.6
5145,60.5,60.5
5140,61.3,61.3
5135,61.8,61.8
5130,61.8,61.8
5125,61.9,61.9
5120,62.1,62.1
5115,62.3,62.3
5110,60.6,60.6
5105,58,58
5100,55.8,55.8
5095,54.2,54.2
5090,54,54
5085,54.4,54.4
5080,54.4,54.4
5075,54.3,54.3
5070,54.8,54.8
5065,55.1,55.1
5060,54.7,54.7
5055,54.6,54.6
5050,55.7,55.7
5045,57.3,57.3
5040,59,59
5035,59.8,59.8
5030,60.9,60.9
5025,61.6,61.6
5020,60.3,60.3
5015,58.2,58.2
5010,56.5,56.5
5005,55.1,55.1
5000,54.4,54.4
4995,53.7,53.7
4990,52.8,52.8
4985,52.3,52.3
4980,51.9,51.9
4975,53.7,53.7
4970,55.3,55.3
4965,56.1,56.1
4960,56.1,56.1
4955,56.8,56.8
4950,56.6,56.6
4945,56.2,56.2
4940,55,55
4935,53.7,53.7
4930,52.7,52.7
4925,51.6,51.6
4920,51.1,51.1
4915,50.4,50.4
4910,49.8,49.8
4905,49.5,49.5
4900,48.8,48.8
4895,47.6,47.6
4890,47.5,47.5
4885,47,47
4880,47,47
4875,47.4,47.4
4870,48.6,48.6
4865,50.2,50.2
4860,51.3,51.3
4855,52.7,52.7
4850,54.3,54.3
4845,55.4,55.4
4840,57,57
4835,59.1,59.1
4830,60.1,60.1
4825,62.9,62.9
4820,64.7,64.7
4815,64.9,64.9
4810,65.8,65.8
4805,67.6,67.6
4800,67.6,67.6
4795,67.6,67.6
4790,66.6,66.6
4785,67.5,67.5
4780,69.7,69.7
4775,70.3,70.3
4770,68.4,68.4
4765,65.3,65.3
4760,61.4,61.4
4755,57.8,57.8
4750,55.5,55.5
4745,54.5,54.5
4740,54.3,54.3
4735,53.6,53.6
4730,52.7,52.7
4725,53.3,53.3
4720,52.8,52.8
4715,51.8,51.8
4710,51.6,51.6
4705,52.6,52.6
4700,53,53
4695,53.7,53.7
4690,53.7,53.7
4685,53.4,53.4
4680,52.6,52.6
4675,51.4,51.4
4670,48.8,48.8
4665,46.2,46.2
4660,45.9,45.9
4655,45.8,45.8
4650,46.6,46.6
4645,47.6,47.6
4640,47.8,47.8
4635,46.6,46.6
4630,45.7,45.7
4625,46.1,46.1
4620,46.4,46.4
4615,46.3,46.3
4610,46.7,46.7
4605,47,47
4600,45.7,45.7
4595,44.2,44.2
4590,43,43
4585,43.2,43.2
4580,44,44
4575,44,44
4570,44.6,44.6
4565,46.2,46.2
4560,45.3,45.3
4555,43.4,43.4
4550,42.6,42.6
4545,43.3,43.3
4540,41.2,41.2
4535,41.1,41.1
4530,41.3,41.3
4525,43.8,43.8
4520,45.2,45.2
4515,47.2,47.2
4510,48.5,48.5
4505,48.1,48.1
4500,47.2,47.2
4495,47.8,47.8
4490,47.2,47.2
4485,45.3,45.3
4480,42.9,42.9
4475,42.7,42.7
4470,41,41
4465,39.5,39.5
4460,37,37
4455,36.3,36.3
4450,37.1,37.1
4445,38.6,38.6
4440,39.8,39.8
4435,40.9,40.9
4430,40.4,40.4
4425,40.5,40.5
4420,43,43
4415,45.9,45.9
4410,48,48
4405,49.3,49.3
4400,49.1,49.1
4395,48.4,48.4
4390,47.5,47.5
4385,47.1,47.1
4380,47.3,47.3
4375,46.9,46.9
4370,45.5,45.5
4365,43.3,43.3
4360,42.7,42.7
4355,43,43
4350,43.6,43.6
4345,43.8,43.8
4340,43.2,43.2
4335,42.8,42.8
4330,41,41
4325,39.1,39.1
4320,37.9,37.9
4315,37.8,37.8
4310,37,37
4305,36.4,36.4
4300,35.8,35.8
4295,37.4,37.4
4290,38,38
4285,38.2,38.2
4280,38.3,38.3
4275,37.6,37.6
4270,35.8,35.8
4265,35.3,35.3
4260,34.3,34.3
4255,34.7,34.7
4250,33.9,33.9
4245,34.6,34.6
4240,35.5,35.5
4235,36.8,36.8
4230,37.2,37.2
4225,37.7,37.7
4220,38.3,38.3
4215,38,38
4210,37.5,37.5
4205,35.8,35.8
4200,34.2,34.2
4195,31.5,31.5
4190,31.3,31.3
4185,30.4,30.4
4180,31,31
4175,32,32
4170,30.5,30.5
4165,28.4,28.4
4160,28.8,28.8
4155,30.1,30.1
4150,32.3,32.3
4145,34.3,34.3
4140,35.6,35.6
4135,35.4,35.4
4130,34.5,34.5
4125,32.4,32.4
4120,31.4,31.4
4115,29.8,29.8
4110,28.6,28.6
4105,27,27
4100,27.8,27.8
4095,28.1,28.1
4090,29.5,29.5
4085,31.7,31.7
4080,33,33
4075,33.5,33.5
4070,33.7,33.7
4065,33.8,33.8
4060,34,34
4055,33.6,33.6
4050,32.5,32.5
4045,30.8,30.8
4040,29.4,29.4
4035,27.5,27.5
4030,25.9,25.9
4025,24.7,24.7
4020,24.2,24.2
4015,23.4,23.4
4010,23.3,23.3
4005,23.5,23.5
4000,23,23
3995,23.1,23.1
3990,23.7,23.7
3985,24.5,24.5
3980,26,26
3975,27.1,27.1
3970,27.6,27.6
3965,27.6,27.6
3960,28.3,28.3
3955,28.4,28.4
3950,27.3,27.3
3945,25.1,25.1
3940,23.5,23.5
3935,22.5,22.5
3930,22.9,22.9
3925,24.5,24.5
3920,24.2,24.2
3915,23.5,23.5
3910,23.2,23.2
3905,23,23
3900,23.4,23.4
3895,23.7,23.7
3890,23.9,23.9
3885,24.3,24.3
3880,23.9,23.9
3875,23.5,23.5
3870,23.6,23.6
3865,23.7,23.7
3860,23.4,23.4
3855,23.1,23.1
3850,22.6,22.6
3845,22.5,22.5
3840,23,23
3835,24,24
3830,25.8,25.8
3825,27.4,27.4
3820,28.2,28.2
3815,28.4,28.4
3810,28.6,28.6
3805,28.2,28.2
3800,27.2,27.2
3795,25.3,25.3
3790,22.6,22.6
3785,20.5,20.5
3780,20.4,20.4
3775,20.7,20.7
3770,20.4,20.4
3765,20.4,20.4
3760,20.8,20.8
3755,20.6,20.6
3750,19.1,19.1
3745,17.2,17.2
3740,15.8,15.8
3735,15.2,15.2
3730,15.5,15.5
3725,16.4,16.4
3720,17.6,17.6
3715,18,18
3710,17.2,17.2
3705,16.7,16.7
3700,17.1,17.1
3695,18.2,18.2
3690,19.4,19.4
3685,20.9,20.9
3680,21.5,21.5
3675,21.5,21.5
3670,20.8,20.8
3665,19.2,19.2
3660,17.5,17.5
3655,16,16
3650,15,15
3645,15.2,15.2
3640,17.1,17.1
3635,19.1,19.1
3630,19.9,19.9
3625,19.4,19.4
3620,18.6,18.6
3615,18.3,18.3
3610,18.7,18.7
3605,18.6,18.6
3600,17.1,17.1
3595,15.9,15.9
3590,15.9,15.9
3585,16,16
3580,16.2,16.2
3575,16.6,16.6
3570,17,17
3565,17.5,17.5
3560,18.3,18.3
3555,19.4,19.4
3550,20.5,20.5
3545,20.2,20.2
3540,19,19
3535,17.5,17.5
3530,16.7,16.7
3525,16,16
3520,14.7,14.7
3515,13.6,13.6
3510,13.4,13.4
3505,13.5,13.5
3500,12.7,12.7
3495,11.5,11.5
3490,10.9,10.9
3485,11.1,11.1
3480,12,12
3475,13.1,13.1
3470,13.8,13.8
3465,14.4,14.4
3460,14.3,14.3
3455,13.8,13.8
3450,14.4,14.4
3445,16.1,16.1
3440,17.8,17.8
3435,18,18
3430,16.8,16.8
3425,15.2,15.2
3420,14,14
3415,13.3,13.3
3410,13.2,13.2
3405,13.5,13.5
3400,14,14
3395,14.4,14.4
3390,14.3,14.3
3385,14.6,14.6
3380,15.7,15.7
3375,16.5,16.5
3370,16.5,16.5
3365,16.9,16.9
3360,18.2,18.2
3355,19.3,19.3
3350,19.1,19.1
3345,19,19
3340,19.6,19.6
3335,20.2,20.2
3330,20.5,20.5
3325,20.8,20.8
3320,21.7,21.7
3315,22.1,22.1
3310,21.2,21.2
3305,20.1,20.1
3300,19.5,19.5
3295,18.7,18.7
3290,17.2,17.2
3285,15.3,15.3
3280,13.6,13.6
3275,12.8,12.8
3270,13.7,13.7
3265,15,15
3260,15.8,15.8
3255,16.1,16.1
3250,16,16
3245,15.8,15.8
3240,16,16
3235,15.9,15.9
3230,14.9,14.9
3225,13.9,13.9
3220,13.4,13.4
3215,13.8,13.8
3210,15.3,15.3
3205,16.9,16.9
3200,17.3,17.3
3195,16.8,16.8
3190,15.9,15.9
3185,14.3,14.3
3180,12.7,12.7
3175,11.4,11.4
3170,10.9,10.9
3165,11.5,11.5
3160,13,13
3155,13.6,13.6
3150,12.5,12.5
3145,11.8,11.8
3140,12.8,12.8
3135,13.5,13.5
3130,12.3,12.3
3125,10.7,10.7
3120,9.7,9.7
3115,9.3,9.3
3110,9,9
3105,9.2,9.2
3100,9.2,9.2
3095,8.3,8.3
3090,5.6,5.6
3085,4,4
3080,5.6,5.6
3075,7.6,7.6
3070,8.4,8.4
3065,8.8,8.8
3060,9.2,9.2
3055,8.8,8.8
3050,7.8,7.8
3045,6.7,6.7
3040,6.3,6.3
3035,6,6
3030,5.5,5.5
3025,4.9,4.9
3020,4.4,4.4
3015,3.8,3.8
3010,2.7,2.7
3005,2.5,2.5
3000,3.5,3.5
2995,4.3,4.3
2990,4.1,4.1
2985,3.6,3.6
2980,2.8,2.8
2975,2.4,2.4
2970,2,2
2965,2,2
2960,2.7,2.7
2955,3.6,3.6
2950,4.2,4.2
2945,4.6,4.6
2940,4.1,4.1
2935,3.4,3.4
2930,2.6,2.6
2925,2.8,2.8
2920,4.2,4.2
2915,4.8,4.8
2910,3.2,3.2
2905,1.1,1.1
2900,-0.2,-0.2
2895,-0.7,-0.7
2890,-0.7,-0.7
2885,-0.3,-0.3
2880,-0.2,-0.2
2875,0.1,0.1
2870,0.5,0.5
2865,1,1
2860,1.3,1.3
2855,1.7,1.7
2850,2.6,2.6
2845,3.6,3.6
2840,4.2,4.2
2835,4.2,4.2
2830,3.2,3.2
2825,1.9,1.9
2820,0.9,0.9
2815,0.1,0.1
2810,-0.5,-0.5
2805,-1,-1
2800,-1.6,-1.6
2795,-1.6,-1.6
2790,-1,-1
2785,-0.5,-0.5
2780,0.4,0.4
2775,1.1,1.1
2770,1.2,1.2
2765,1.4,1.4
2760,2.4,2.4
2755,4,4
2750,6,6
2745,8.4,8.4
2740,10.6,10.6
2735,11.9,11.9
2730,11.9,11.9
2725,11.9,11.9
2720,12.5,12.5
2715,13.7,13.7
2710,14.7,14.7
2705,15.4,15.4
2700,16.2,16.2
2695,17.1,17.1
2690,17.1,17.1
2685,16.8,16.8
2680,17.2,17.2
2675,17.6,17.6
2670,17.4,17.4
2665,16.9,16.9
2660,16.3,16.3
2655,15.7,15.7
2650,15.6,15.6
2645,15,15
2640,12.2,12.2
2635,8.1,8.1
2630,4.5,4.5
2625,2.5,2.5
2620,3.7,3.7
2615,6.4,6.4
2610,8.4,8.4
2605,9.2,9.2
2600,7.4,7.4
2595,4.8,4.8
2590,3.1,3.1
2585,2,2
2580,1,1
2575,0.4,0.4
2570,0.3,0.3
2565,-0.1,-0.1
2560,-1.4,-1.4
2555,-2.9,-2.9
2550,-3.4,-3.4
2545,-3.1,-3.1
2540,-2.6,-2.6
2535,-2.4,-2.4
2530,-3.3,-3.3
2525,-4.6,-4.6
2520,-5.2,-5.2
2515,-5.6,-5.6
2510,-6.1,-6.1
2505,-6.5,-6.5
2500,-6.5,-6.5
2495,-6,-6
2490,-4.9,-4.9
2485,-4,-4
2480,-4.6,-4.6
2475,-5.7,-5.7
2470,-5.7,-5.7
2465,-5,-5
2460,-4.8,-4.8
2455,-4.8,-4.8
2450,-5.2,-5.2
2445,-5.8,-5.8
2440,-6.6,-6.6
2435,-7,-7
2430,-7,-7
2425,-7,-7
2420,-7.9,-7.9
2415,-9.1,-9.1
2410,-10.2,-10.2
2405,-11,-11
2400,-11.4,-11.4
2395,-11.6,-11.6
2390,-12.4,-12.4
2385,-13.6,-13.6
2380,-14.4,-14.4
2375,-14.8,-14.8
2370,-15.3,-15.3
2365,-15.3,-15.3
2360,-13.9,-13.9
2355,-11.6,-11.6
2350,-8.7,-8.7
2345,-5.9,-5.9
2340,-3.4,-3.4
2335,-1.5,-1.5
2330,-0.2,-0.2
2325,0.3,0.3
2320,0.3,0.3
2315,0.2,0.2
2310,0.8,0.8
2305,2.1,2.1
2300,3.9,3.9
2295,5.5,5.5
2290,6,6
2285,5.7,5.7
2280,5.1,5.1
2275,4.1,4.1
2270,2.5,2.5
2265,0.9,0.9
2260,-0.2,-0.2
2255,-1,-1
2250,-1.9,-1.9
2245,-3,-3
2240,-4.8,-4.8
2235,-6.3,-6.3
2230,-7.6,-7.6
2225,-8.5,-8.5
2220,-10,-10
2215,-11.1,-11.1
2210,-10.8,-10.8
2205,-10.2,-10.2
2200,-10.5,-10.5
2195,-11.5,-11.5
2190,-12.6,-12.6
2185,-13.2,-13.2
2180,-12,-12
2175,-10.7,-10.7
2170,-12,-12
2165,-13.9,-13.9
2160,-13.5,-13.5
2155,-11.5,-11.5
2150,-9.5,-9.5
2145,-8,-8
2140,-7.9,-7.9
2135,-8.5,-8.5
2130,-8.8,-8.8
2125,-8.8,-8.8
2120,-8,-8
2115,-7.2,-7.2
2110,-6.7,-6.7
2105,-6.6,-6.6
2100,-6.9,-6.9
2095,-7.3,-7.3
2090,-7.9,-7.9
2085,-9,-9
2080,-10.5,-10.5
2075,-11.8,-11.8
2070,-12.2,-12.2
2065,-11.8,-11.8
2060,-11.5,-11.5
2055,-11.4,-11.4
2050,-11.7,-11.7
2045,-12.2,-12.2
2040,-12,-12
2035,-11.2,-11.2
2030,-11.6,-11.6
2025,-13,-13
2020,-14.2,-14.2
2015,-15.2,-15.2
2010,-15.7,-15.7
2005,-15.4,-15.4
2000,-14.4,-14.4
1995,-13.3,-13.3
1990,-11.7,-11.7
1985,-10.3,-10.3
1980,-10.9,-10.9
1975,-12.3,-12.3
1970,-12.3,-12.3
1965,-11.9,-11.9
1960,-13.5,-13.5
1955,-15.5,-15.5
1950,-14.5,-14.5
1945,-12.6,-12.6
1940,-13.1,-13.1
1935,-14.1,-14.1
1930,-13.9,-13.9
1925,-13.2,-13.2
1920,-12.2,-12.2
1915,-12.3,-12.3
1910,-14.2,-14.2
1905,-15.7,-15.7
1900,-15,-15
1895,-14,-14
1890,-13.8,-13.8
1885,-13.6,-13.6
1880,-13.1,-13.1
1875,-12.4,-12.4
1870,-11.6,-11.6
1865,-10.9,-10.9
1860,-10.2,-10.2
1855,-10.2,-10.2
1850,-11.4,-11.4
1845,-12.9,-12.9
1840,-13.8,-13.8
1835,-14.4,-14.4
1830,-14.8,-14.8
1825,-14,-14
1820,-11.7,-11.7
1815,-9.7,-9.7
1810,-9.3,-9.3
1805,-9.8,-9.8
1800,-10.5,-10.5
1795,-11.2,-11.2
1790,-12,-12
1785,-12.5,-12.5
1780,-12.9,-12.9
1775,-13.3,-13.3
1770,-13.5,-13.5
1765,-14,-14
1760,-14.9,-14.9
1755,-16,-16
1750,-17.1,-17.1
1745,-17.7,-17.7
1740,-17.7,-17.7
1735,-17.4,-17.4
1730,-17.3,-17.3
1725,-17.1,-17.1
1720,-17.1,-17.1
1715,-16.6,-16.6
1710,-15.4,-15.4
1705,-14.4,-14.4
1700,-14.2,-14.2
1695,-13.7,-13.7
1690,-11.6,-11.6
1685,-10.1,-10.1
1680,-10.5,-10.5
1675,-11.7,-11.7
1670,-13.5,-13.5
1665,-15.1,-15.1
1660,-15.6,-15.6
1655,-16.3,-16.3
1650,-18,-18
1645,-19.5,-19.5
1640,-20.4,-20.4
1635,-20.4,-20.4
1630,-19.7,-19.7
1625,-19,-19
1620,-18.7,-18.7
1615,-18.5,-18.5
1610,-17.8,-17.8
1605,-17.4,-17.4
1600,-17.4,-17.4
1595,-17.7,-17.7
1590,-18,-18
1585,-18.7,-18.7
1580,-20.2,-20.2
1575,-21.1,-21.1
1570,-20.9,-20.9
1565,-20.1,-20.1
1560,-19.6,-19.6
1555,-19.3,-19.3
